Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width,num_reviews,num_purchases,review_text,sentiment_score,sentiment_labels,sentiment
15,29304826,Luxury TOMMARYD,Bar furniture,683.7542494151805,No old price,True,https://www.ikea.com/sa/en/p/tommaryd-table-anthracite-s29304826/,No,"        Table,          130x70/105 cm",Maja Ganszyniec,,105.0,70.0,576,144,"[""Great value for money. Easy to assemble and looks amazing in my balcony."", ""Poor quality materials. Fell apart after a week."", ""Disappointed with the color \u2013 not as shown.""]",-0.010566666666666688,"[0.9217, -0.4767, -0.4767]",neutral
16,40426138,Modern HENRIKSDAL,Bar furniture,374.7433775933115,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-frame-dark-brown-40426138/,No,"        Bar stool with backrest frame,          74 cm",Karl Malmvall,51.0,102.0,40.0,310,3611,"[""Perfect for hallway. Well-made and durable. 5 stars!"", ""Amazing! Transformed my hallway. Will buy more."", ""Love this Modern! Super comfortable and stylish.""]",0.7162333333333333,"[0.6114, 0.6239, 0.9134]",positive
17,50363649,Classic KULLABERG,Bar furniture,146.28494665190547,SR 175,True,https://www.ikea.com/sa/en/p/kullaberg-stool-black-50363649/,Yes,        Stool,Sarah Fager,36.0,,36.0,529,921,"[""Disappointed with the color \u2013 not as shown."", ""Poor quality materials. Fell apart after a week."", ""Not bad, but assembly took longer than expected.""]",-0.2403666666666667,"[-0.4767, -0.4767, 0.2323]",negative
18,70246089,Classic JANINGE,Bar furniture,576.8395184895758,No old price,True,https://www.ikea.com/sa/en/p/janinge-bar-stool-white-70246089/,No,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36.0,84.0,38.0,562,4394,"[""Love this Classic! Super comfortable and stylish."", ""Excellent purchase! Fits perfectly and very practical."", ""Amazing! Transformed my kitchen. Will buy more.""]",0.7950333333333334,"[0.9134, 0.8478, 0.6239]",positive
19,60406785,Luxury FRANKLIN,Bar furniture,120.75392597329416,No old price,True,https://www.ikea.com/sa/en/p/franklin-bar-stool-with-backrest-foldable-black-black-60406785/,No,"        Bar stool with backrest, foldable,          74 cm",K Hagberg/M Hagberg,44.0,103.0,52.0,255,524,"[""Not bad, but assembly took longer than expected."", ""Great value for money. Easy to assemble and looks amazing in my bathroom."", ""Poor quality materials. Fell apart after a week.""]",0.22576666666666664,"[0.2323, 0.9217, -0.4767]",positive
20,340759,Modern EKEDALEN,Bar furniture,1024.312975378431,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-white-00340759/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105.0,80.0,788,4413,"[""Perfect for office. Well-made and durable. 5 stars!"", ""Best Modern ever. Comfortable and easy to use."", ""Amazing! Transformed my kitchen. Will buy more.""]",0.7071000000000001,"[0.6114, 0.886, 0.6239]",positive
21,30352246,Compact RÅSKOG,Bar furniture,170.4844739902693,No old price,True,https://www.ikea.com/sa/en/p/raskog-bar-stool-black-30352246/,No,"        Bar stool,          63 cm",Nike Karlsson,44.0,63.0,44.0,997,1785,"[""Poor quality materials. Fell apart after a week."", ""Not bad, but assembly took longer than expected."", ""Disappointed with the color \u2013 not as shown.""]",-0.2403666666666667,"[-0.4767, 0.2323, -0.4767]",negative
22,10281354,Luxury JANINGE,Bar furniture,596.3505640937585,No old price,True,https://www.ikea.com/sa/en/p/janinge-bar-stool-grey-10281354/,No,"        Bar stool,          76 cm",John/Jonas/Petrus/Paul/Caroline,36.0,84.0,38.0,458,4289,"[""Amazing! Transformed my living room. Will buy more."", ""Great value for money. Easy to assemble and looks amazing in my bedroom."", ""Not bad, but assembly took longer than expected.""]",0.5926333333333332,"[0.6239, 0.9217, 0.2323]",positive
23,90400517,Modern EKEDALEN,Bar furniture,767.5050362757308,SR 995,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-dark-brown-90400517/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105.0,80.0,612,4587,"[""Not bad, but assembly took longer than expected."", ""Best Modern ever. Comfortable and easy to use."", ""Love this Modern! Super comfortable and stylish.""]",0.6772333333333332,"[0.2323, 0.886, 0.9134]",positive
24,400545,Modern EKEDALEN,Bar furniture,334.1123455094963,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-white-orrsta-light-grey-00400545/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,51.0,114.0,43.0,244,602,"[""Love this Modern! Super comfortable and stylish."", ""Excellent purchase! Fits perfectly and very practical."", ""Great value for money. Easy to assemble and looks amazing in my kitchen.""]",0.8943,"[0.9134, 0.8478, 0.9217]",positive
25,10400540,Compact EKEDALEN,Bar furniture,347.21845179419734,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-grey-10400540/,No,"        Bar stool with backrest,          75 cm",Ehlén Johansson,52.0,114.0,43.0,229,4467,"[""Perfect for balcony. Well-made and durable. 5 stars!"", ""Amazing! Transformed my bathroom. Will buy more."", ""Not bad, but assembly took longer than expected.""]",0.4892,"[0.6114, 0.6239, 0.2323]",positive
26,40400529,Compact EKEDALEN,Bar furniture,772.9801284515539,SR 995,True,https://www.ikea.com/sa/en/p/ekedalen-bar-table-brown-40400529/,No,"        Bar table,          120x80 cm",Ehlén Johansson,,105.0,80.0,204,822,"[""Great value for money. Easy to assemble and looks amazing in my bathroom."", ""Too expensive for what it is."", ""Excellent purchase! Fits perfectly and very practical.""]",0.5898333333333333,"[0.9217, 0.0, 0.8478]",positive
27,90319918,Modern HENRIKSDAL,Bar furniture,702.5139603669135,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-glose-black-90319918/,No,"        Bar stool with backrest,          74 cm",Karl Malmvall,51.0,102.0,40.0,699,856,"[""Love this Modern! Super comfortable and stylish."", ""Too expensive for what it is."", ""Excellent purchase! Fits perfectly and very practical.""]",0.5870666666666667,"[0.9134, 0.0, 0.8478]",positive
28,29297227,Classic STENSELE / NORRARYD,Bar furniture,1327.9872262016238,No old price,True,https://www.ikea.com/sa/en/p/stensele-norraryd-bar-table-and-2-bar-stools-anthracite-anthracite-black-s29297227/,No,        Bar table and 2 bar stools,Nike Karlsson/Maja Ganszyniec,,,,206,1608,"[""Poor quality materials. Fell apart after a week."", ""Amazing! Transformed my living room. Will buy more."", ""Perfect for kitchen. Well-made and durable. 5 stars!""]",0.2528666666666667,"[-0.4767, 0.6239, 0.6114]",positive
29,99323925,Compact STENSELE,Bar furniture,544.1661250041344,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,No,"        Bar table,          70x70 cm",Maja Ganszyniec,,104.0,70.0,265,667,"[""Amazing! Transformed my bedroom. Will buy more."", ""Poor quality materials. Fell apart after a week."", ""Great value for money. Easy to assemble and looks amazing in my office.""]",0.3563,"[0.6239, -0.4767, 0.9217]",positive
30,40339004,Modern NORRÅKER,Bar furniture,582.9658677554121,No old price,True,https://www.ikea.com/sa/en/p/norraker-bar-table-black-40339004/,Yes,"        Bar table,          74x74 cm",J Karlsson/N Karlsson,,102.0,74.0,105,1986,"[""Perfect for bathroom. Well-made and durable. 5 stars!"", ""Too expensive for what it is."", ""Amazing! Transformed my balcony. Will buy more.""]",0.41176666666666667,"[0.6114, 0.0, 0.6239]",positive
31,39184324,Compact HENRIKSDAL,Bar furniture,472.0455636901788,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-bar-stool-with-backrest-brown-black-graesbo-white-s39184324/,No,"        Bar stool with backrest,          74 cm",IKEA of Sweden/Karl Malmvall,51.0,102.0,40.0,934,530,"[""Perfect for bathroom. Well-made and durable. 5 stars!"", ""Too expensive for what it is."", ""Love this Compact! Super comfortable and stylish.""]",0.5082666666666666,"[0.6114, 0.0, 0.9134]",positive
32,19297275,Compact NORRÅKER / NORRÅKER,Bar furniture,1265.7300555052414,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-birch-s19297275/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,,,302,3515,"[""Poor quality materials. Fell apart after a week."", ""Amazing! Transformed my kitchen. Will buy more."", ""Perfect for living room. Well-made and durable. 5 stars!""]",0.2528666666666667,"[-0.4767, 0.6239, 0.6114]",positive
33,60400745,Modern YNGVAR,Bar furniture,453.845781420882,No old price,True,https://www.ikea.com/sa/en/p/yngvar-bar-stool-anthracite-60400745/,No,"        Bar stool,          75 cm",IKEA of Sweden,40.0,,40.0,603,4491,"[""Love this Modern! Super comfortable and stylish."", ""Excellent purchase! Fits perfectly and very practical."", ""Best Modern ever. Comfortable and easy to use.""]",0.8824000000000001,"[0.9134, 0.8478, 0.886]",positive
34,20336619,Classic HENRIKSDAL,Bar furniture,56.45089824206378,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-cover-for-bar-stool-with-backrest-graesbo-white-20336619/,No,        Cover for bar stool with backrest,IKEA of Sweden,,,,68,4210,"[""Great value for money. Easy to assemble and looks amazing in my office."", ""Perfect for bedroom. Well-made and durable. 5 stars!"", ""Best Classic ever. Comfortable and easy to use.""]",0.8063666666666668,"[0.9217, 0.6114, 0.886]",positive
35,20429010,Classic NORRÅKER,Bar furniture,370.5831270005796,No old price,True,https://www.ikea.com/sa/en/p/norraker-bar-stool-with-backrest-birch-20429010/,Yes,"        Bar stool with backrest,          74 cm",J Karlsson/N Karlsson,48.0,100.0,42.0,423,1032,"[""Best Classic ever. Comfortable and easy to use."", ""Not bad, but assembly took longer than expected."", ""Love this Classic! Super comfortable and stylish.""]",0.6772333333333332,"[0.886, 0.2323, 0.9134]",positive
36,80369112,Luxury NORDVIKEN,Bar furniture,279.1772719000951,No old price,False,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,No,"        Bar stool with backrest,          75 cm",Francis Cayouette,47.0,101.0,40.0,967,2186,"[""Not bad, but assembly took longer than expected."", ""Excellent purchase! Fits perfectly and very practical."", ""Best Luxury ever. Comfortable and easy to use.""]",0.6553666666666667,"[0.2323, 0.8478, 0.886]",positive
37,89280380,Luxury NORRÅKER / NORRARYD,Bar furniture,1345.8065975224044,No old price,True,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-black-black-s89280380/,No,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,,104.0,74.0,478,2640,"[""Great value for money. Easy to assemble and looks amazing in my office."", ""Love this Luxury! Super comfortable and stylish."", ""Amazing! Transformed my bedroom. Will buy more.""]",0.8196666666666667,"[0.9217, 0.9134, 0.6239]",positive
38,29304223,Modern EKEDALEN / EKEDALEN,Bar furniture,2000.0,No old price,True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-white-orrsta-light-grey-s29304223/,No,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,,,,560,1796,"[""Poor quality materials. Fell apart after a week."", ""Disappointed with the color \u2013 not as shown."", ""Perfect for living room. Well-made and durable. 5 stars!""]",-0.11399999999999999,"[-0.4767, -0.4767, 0.6114]",negative
39,49304217,Luxury EKEDALEN / EKEDALEN,Bar furniture,2000.0,"SR 2,375",True,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-brown-orrsta-light-grey-s49304217/,No,"        Bar table and 4 bar stools,          120 cm",Ehlén Johansson,,,,301,1342,"[""Amazing! Transformed my office. Will buy more."", ""Poor quality materials. Fell apart after a week."", ""Disappointed with the color \u2013 not as shown.""]",-0.10983333333333334,"[0.6239, -0.4767, -0.4767]",negative
40,272656,Modern BERNHARD,Bar furniture,759.7693315999082,No old price,True,https://www.ikea.com/sa/en/p/bernhard-bar-stool-with-backrest-chrome-plated-mjuk-kavat-white-00272656/,No,"        Bar stool with backrest,          66 cm",Ola Wihlborg,50.0,90.0,48.0,693,4593,"[""Disappointed with the color \u2013 not as shown."", ""Great value for money. Easy to assemble and looks amazing in my bedroom."", ""Perfect for bedroom. Well-made and durable. 5 stars!""]",0.35213333333333335,"[-0.4767, 0.9217, 0.6114]",positive
41,79241940,Classic NORRÅKER / NORRÅKER,Bar furniture,1388.4273656237997,No old price,True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-black-black-s79241940/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,104.0,74.0,288,2358,"[""Best Classic ever. Comfortable and easy to use."", ""Not bad, but assembly took longer than expected."", ""Excellent purchase! Fits perfectly and very practical.""]",0.6553666666666667,"[0.886, 0.2323, 0.8478]",positive
42,89297272,Luxury NORRÅKER / NORRARYD,Bar furniture,1263.6870343522353,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-birch-black-s89297272/,No,"        Bar table and 2 bar stools,          74 cm",Nike Karlsson/J Karlsson/N Karlsson,,,,527,4052,"[""Disappointed with the color \u2013 not as shown."", ""Love this Luxury! Super comfortable and stylish."", ""Great value for money. Easy to assemble and looks amazing in my balcony.""]",0.45280000000000004,"[-0.4767, 0.9134, 0.9217]",positive
43,9288224,Luxury STENSELE,Bar furniture,543.9779260882142,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s09288224/,No,"        Bar table,          70 cm",Maja Ganszyniec,,105.0,,55,79,"[""Excellent purchase! Fits perfectly and very practical."", ""Perfect for hallway. Well-made and durable. 5 stars!"", ""Disappointed with the color \u2013 not as shown.""]",0.3275,"[0.8478, 0.6114, -0.4767]",positive
44,30135658,Compact GLENN,Bar furniture,415.4295601926515,No old price,True,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,Yes,"        Bar stool,          77 cm",Marcus Arvonen,52.0,100.0,50.0,584,129,"[""Great value for money. Easy to assemble and looks amazing in my office."", ""Best Compact ever. Comfortable and easy to use."", ""Perfect for balcony. Well-made and durable. 5 stars!""]",0.8063666666666668,"[0.9217, 0.886, 0.6114]",positive
45,49297274,Luxury NORRÅKER / NORRÅKER,Bar furniture,1251.603115832106,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraker-bar-table-and-2-bar-stools-birch-black-s49297274/,No,"        Bar table and 2 bar stools,          74 cm",J Karlsson/N Karlsson,,,,606,4576,"[""Perfect for bedroom. Well-made and durable. 5 stars!"", ""Too expensive for what it is."", ""Best Luxury ever. Comfortable and easy to use.""]",0.4991333333333334,"[0.6114, 0.0, 0.886]",positive
46,30308395,Modern RÅSKOG,Bar furniture,165.78722458080426,No old price,True,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,No,"        Bar stool,          63 cm",Nike Karlsson,44.0,63.0,44.0,930,2981,"[""Not bad, but assembly took longer than expected."", ""Best Modern ever. Comfortable and easy to use."", ""Great value for money. Easy to assemble and looks amazing in my office.""]",0.68,"[0.2323, 0.886, 0.9217]",positive
47,29123958,Compact MINNEN,Beds,416.14244452437833,SR 445,True,https://www.ikea.com/sa/en/p/minnen-ext-bed-frame-with-slatted-bed-base-white-s29123958/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Tina Christensen,,,85.0,645,1316,"[""Not bad, but assembly took longer than expected."", ""Perfect for bedroom. Well-made and durable. 5 stars!"", ""Poor quality materials. Fell apart after a week.""]",0.12233333333333336,"[0.2323, 0.6114, -0.4767]",positive
48,49278341,Luxury BRIMNES,Beds,901.8723657913692,SR 925,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-luroey-s49278341/,No,"        Bed frame w storage and headboard,          90x200 cm",IKEA of Sweden/K Hagberg/M Hagberg,54.0,110.0,96.0,811,3422,"[""Not bad, but assembly took longer than expected."", ""Disappointed with the color \u2013 not as shown."", ""Perfect for bedroom. Well-made and durable. 5 stars!""]",0.12233333333333335,"[0.2323, -0.4767, 0.6114]",positive
49,50461230,Compact SMÅGÖRA,Beds,559.7391968927453,No old price,True,https://www.ikea.com/sa/en/p/smagoera-cot-white-50461230/,No,"        Cot,          60x120 cm",IKEA of Sweden,,79.0,66.0,903,367,"[""Amazing! Transformed my balcony. Will buy more."", ""Not bad, but assembly took longer than expected."", ""Poor quality materials. Fell apart after a week.""]",0.12650000000000003,"[0.6239, 0.2323, -0.4767]",positive
50,89326463,Luxury PLATSA,Beds,2000.0,"SR 2,205",True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-4-drawers-white-fonnes-s89326463/,No,"        Bed frame with 4 drawers,          140x244x163 cm",Ola Wihlborg/IKEA of Sweden,40.0,43.0,140.0,850,1914,"[""Not bad, but assembly took longer than expected."", ""Love this Luxury! Super comfortable and stylish."", ""Best Luxury ever. Comfortable and easy to use.""]",0.6772333333333332,"[0.2323, 0.9134, 0.886]",positive
51,50468953,Modern VATTVIKEN,Beds,987.2983543916736,No old price,True,https://www.ikea.com/sa/en/p/vattviken-armchair-bed-lerhaga-light-grey-50468953/,No,        Armchair-bed,"504.689.53 Small and easy-to-place chair-bed which can easily be converted into a single bed.The storage space under the seat has room for bedlinen or other things.Just as nice to look at from all sides – perfect to place in the middle of the room or use as a room divider.The cushion cover is easy to keep clean and fresh, as you can take it off and machine-wash it.Easy to assemble.1 cushion included.",83.0,86.0,92.0,1000,2336,"[""Excellent purchase! Fits perfectly and very practical."", ""Poor quality materials. Fell apart after a week."", ""Too expensive for what it is.""]",0.12369999999999999,"[0.8478, -0.4767, 0.0]",positive
52,69326609,Luxury SLÄKT,Beds,526.4615599938809,No old price,False,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-birch-s69326609/,No,"        Ext bed frame with slatted bed base,          80x200 cm",IKEA of Sweden/Ebba Strandmark,,,91.0,971,276,"[""Great value for money. Easy to assemble and looks amazing in my office."", ""Disappointed with the color \u2013 not as shown."", ""Perfect for bedroom. Well-made and durable. 5 stars!""]",0.35213333333333335,"[0.9217, -0.4767, 0.6114]",positive
53,59099136,Modern BRIMNES,Beds,807.2335257768174,No old price,True,https://www.ikea.com/sa/en/p/brimnes-bed-frame-w-storage-and-headboard-white-s59099136/,Yes,"        Bed frame w storage and headboard,          140x200 cm",K Hagberg/M Hagberg/IKEA of Sweden,,111.0,146.0,620,3609,"[""Excellent purchase! Fits perfectly and very practical."", ""Best Modern ever. Comfortable and easy to use."", ""Too expensive for what it is.""]",0.5779333333333333,"[0.8478, 0.886, 0.0]",positive
54,40395245,Compact NEIDEN,Beds,119.61999044991902,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-40395245/,No,"        Bed frame,          90x200 cm",Jon Karlsson,,,94.0,931,4773,"[""Not bad, but assembly took longer than expected."", ""Disappointed with the color \u2013 not as shown."", ""Love this Compact! Super comfortable and stylish.""]",0.223,"[0.2323, -0.4767, 0.9134]",positive
55,69277307,Classic LEIRVIK,Beds,1213.625602382324,No old price,True,https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-loenset-s69277307/,Yes,"        Bed frame,          180x200 cm",IKEA of Sweden/Carina Bengs,,,188.0,382,3583,"[""Great value for money. Easy to assemble and looks amazing in my hallway."", ""Excellent purchase! Fits perfectly and very practical."", ""Poor quality materials. Fell apart after a week.""]",0.4309333333333332,"[0.9217, 0.8478, -0.4767]",positive
56,70395239,Luxury NEIDEN,Beds,182.21564953554724,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-70395239/,No,"        Bed frame,          140x200 cm",Jon Karlsson,,,144.0,529,2583,"[""Too expensive for what it is."", ""Excellent purchase! Fits perfectly and very practical."", ""Best Luxury ever. Comfortable and easy to use.""]",0.5779333333333333,"[0.0, 0.8478, 0.886]",positive
57,89931560,Classic HEMNES,Beds,668.8157524829757,SR 895,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,Yes,"        Bed frame,          140x200 cm",IKEA of Sweden/Carina Bengs,,,154.0,206,3494,"[""Too expensive for what it is."", ""Perfect for office. Well-made and durable. 5 stars!"", ""Disappointed with the color \u2013 not as shown.""]",0.044900000000000016,"[0.0, 0.6114, -0.4767]",neutral
58,30446373,Modern SLATTUM,Beds,601.6252686280712,No old price,True,https://www.ikea.com/sa/en/p/slattum-upholstered-bed-frame-knisa-light-grey-30446373/,Yes,"        Upholstered bed frame,          140x200 cm",David Wahl,,,144.0,321,2400,"[""Not bad, but assembly took longer than expected."", ""Too expensive for what it is."", ""Excellent purchase! Fits perfectly and very practical.""]",0.36003333333333337,"[0.2323, 0.0, 0.8478]",positive
